Country,Country Code,Indicator,Indicator Code,Year,Value
Africa Western and Central,AFW,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,1001.134465
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2005,3.16516E+11
Africa Western and Central,AFW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,52.55142401
Africa Western and Central,AFW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,5.631633514
Africa Western and Central,AFW,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,
Africa Western and Central,AFW,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,
Albania,ALB,"Population, total",SP.POP.TOTL,2005,3011487
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,5.130821931
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,2741.721365
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2005,8256658250
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,76.427
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,2.366581957
Albania,ALB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,24.26685642
Albania,ALB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,16.19520662
Algeria,DZA,"Population, total",SP.POP.TOTL,2005,33109249
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,5.4
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,3233.133396
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2005,1.07047E+11
Algeria,DZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.836
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,1.382446567
Algeria,DZA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,5.899999997
Algeria,DZA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,6.300000004
American Samoa,ASM,"Population, total",SP.POP.TOTL,2005,56617
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,-0.408163265
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,8831.26976
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2005,500000000
American Samoa,ASM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.382
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,
American Samoa,ASM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,5.137844612
American Samoa,ASM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,0.109769484
Andorra,AND,"Population, total",SP.POP.TOTL,2005,77421
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,5.397795985
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,40829.80188
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2005,3161084091
Andorra,AND,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,83.086
Andorra,AND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,
Andorra,AND,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,
Andorra,AND,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,
Angola,AGO,"Population, total",SP.POP.TOTL,2005,19291161
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,14.15477753
Angola,AGO,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,2145.886211
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2005,41396636384
Angola,AGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,52.13
Angola,AGO,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,22.95351385
Angola,AGO,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,22.93
Angola,AGO,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,11.95
Antigua and Barbuda,ATG,"Population, total",SP.POP.TOTL,2005,79611
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,6.473689418
Antigua and Barbuda,ATG,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,14368.57088
Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,2005,1143896296
Antigua and Barbuda,ATG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,75.364
Antigua and Barbuda,ATG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,2.098751967
Antigua and Barbuda,ATG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,
Antigua and Barbuda,ATG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,
Arab World,ARB,"Population, total",SP.POP.TOTL,2005,322628451
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,5.579071616
Arab World,ARB,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,3750.698172
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2005,1.21008E+12
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,68.04050241
Arab World,ARB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,3.493685346
Arab World,ARB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,8.564999738
Arab World,ARB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,15.74406267
Argentina,ARG,"Population, total",SP.POP.TOTL,2005,39216789
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,8.85165992
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,5067.653423
Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2005,1.98737E+11
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,75.231
Argentina,ARG,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,
Argentina,ARG,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,12.88683042
Argentina,ARG,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,15.84823189
Armenia,ARM,"Population, total",SP.POP.TOTL,2005,3146400
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,13.9
Armenia,ARM,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,1557.484589
Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2005,4900469511
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.07560976
Armenia,ARM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,0.638928002
Armenia,ARM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,16.28765383
Armenia,ARM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,14.1568258
Aruba,ABW,"Population, total",SP.POP.TOTL,2005,97635
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,-0.383137672
Aruba,ABW,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,24171.83713
Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,2005,2360017318
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.415
Aruba,ABW,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,3.397786778
Aruba,ABW,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,
Aruba,ABW,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,
Australia,AUS,"Population, total",SP.POP.TOTL,2005,20176844
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,3.155481213
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,34535.20727
Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2005,6.96811E+11
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,80.84146341
Australia,AUS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,2.691829496
Australia,AUS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,3.459655402
Australia,AUS,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,12.49936213
Austria,AUT,"Population, total",SP.POP.TOTL,2005,8227829
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,2.320365143
Austria,AUT,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,38157.37023
Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,2005,3.13952E+11
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,79.33170732
Austria,AUT,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,2.299137856
Austria,AUT,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,6.66510523
Austria,AUT,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,5.455041396
Azerbaijan,AZE,"Population, total",SP.POP.TOTL,2005,8391850
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,27.96153811
Azerbaijan,AZE,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,1578.36733
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,2005,13245421881
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,67.71
Azerbaijan,AZE,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,9.679507319
Azerbaijan,AZE,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,48.9433278
Azerbaijan,AZE,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,9.463669166
"Bahamas, The",BHS,"Population, total",SP.POP.TOTL,2005,343894
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,3.396084205
"Bahamas, The",BHS,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,28602.41819
"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,2005,9836200000
"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,73.413
"Bahamas, The",BHS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,1.591606181
"Bahamas, The",BHS,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,-2.140201505
"Bahamas, The",BHS,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,14.27783916
Bahrain,BHR,"Population, total",SP.POP.TOTL,2005,888822
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,6.768997378
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,17966.16578
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,2005,15968723404
Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,76.125
Bahrain,BHR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,2.586206897
Bahrain,BHR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,4.71804654
Bahrain,BHR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,8.587716437
Bangladesh,BGD,"Population, total",SP.POP.TOTL,2005,144715786
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,6.535944939
Bangladesh,BGD,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,480.0858508
Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,2005,69476001239
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,65.509
Bangladesh,BGD,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,7.046618162
Bangladesh,BGD,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,43.00126706
Bangladesh,BGD,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,38.06278676
Barbados,BRB,"Population, total",SP.POP.TOTL,2005,268706
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,3.955457095
Barbados,BRB,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,14214.42022
Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,2005,3819500000
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,74.96
Barbados,BRB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,6.082187295
Barbados,BRB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,
Barbados,BRB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,
Belarus,BLR,"Population, total",SP.POP.TOTL,2005,9663915
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,9.400001516
Belarus,BLR,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,3126.071767
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,2005,30210091837
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,68.85121951
Belarus,BLR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,10.33887945
Belarus,BLR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,-2.699979873
Belarus,BLR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,-1.100222396
Belgium,BEL,"Population, total",SP.POP.TOTL,2005,10478617
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,2.321737929
Belgium,BEL,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,36809.70134
Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,2005,3.85715E+11
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,78.9804878
Belgium,BEL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,2.781432637
Belgium,BEL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,5.511085965
Belgium,BEL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,6.42662551
Belize,BLZ,"Population, total",SP.POP.TOTL,2005,279731
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,2.219190537
Belize,BLZ,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,5270.414791
Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,2005,1474298400
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,70.335
Belize,BLZ,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,-1.104310444
Belize,BLZ,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,11.08912442
Belize,BLZ,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,6.655724666
Benin,BEN,"Population, total",SP.POP.TOTL,2005,8426144
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,1.713164564
Benin,BEN,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,779.4377778
Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,2005,6567654954
Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,57.738
Benin,BEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,5.364520858
Benin,BEN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,10.03276098
Benin,BEN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,-4.408372584
Bermuda,BMU,"Population, total",SP.POP.TOTL,2005,62711
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,1.674206114
Bermuda,BMU,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,77628.10352
Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,2005,4868136000
Bermuda,BMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,78.874
Bermuda,BMU,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,
Bermuda,BMU,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,
Bermuda,BMU,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,
Bhutan,BTN,"Population, total",SP.POP.TOTL,2005,661865
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,6.935071468
Bhutan,BTN,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,1299.949386
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,2005,860391000.2
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,65.875
Bhutan,BTN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,5.312631046
Bhutan,BTN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,34.34947422
Bhutan,BTN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,12.98582692
Bolivia,BOL,"Population, total",SP.POP.TOTL,2005,9360754
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,4.421433136
Bolivia,BOL,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,1020.123262
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,2005,9549122905
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,64.182
Bolivia,BOL,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,5.393231069
Bolivia,BOL,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,8.336314843
Bolivia,BOL,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,14.78658978
Bosnia and Herzegovina,BIH,"Population, total",SP.POP.TOTL,2005,4096493
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,3.897183205
Bosnia and Herzegovina,BIH,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,2739.610769
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,2005,11222796337
Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,76.424
Bosnia and Herzegovina,BIH,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,
Bosnia and Herzegovina,BIH,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,15.7280932
Bosnia and Herzegovina,BIH,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,10.43013729
Botswana,BWA,"Population, total",SP.POP.TOTL,2005,1839877
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,4.556645653
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,5391.070766
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,2005,9918907108
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,54.386
Botswana,BWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,8.610225285
Botswana,BWA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,18.19076771
Botswana,BWA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,-4.935680831
Brazil,BRA,"Population, total",SP.POP.TOTL,2005,184688101
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,3.202132061
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,4827.781731
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2005,8.91634E+11
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,71.832
Brazil,BRA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,6.869537209
Brazil,BRA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,9.644189671
Brazil,BRA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,7.461346041
British Virgin Islands,VGB,"Population, total",SP.POP.TOTL,2005,23665
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,
British Virgin Islands,VGB,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,
British Virgin Islands,VGB,GDP (current US$),NY.GDP.MKTP.CD,2005,
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,75.569
British Virgin Islands,VGB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,
British Virgin Islands,VGB,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,
British Virgin Islands,VGB,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,
Brunei Darussalam,BRN,"Population, total",SP.POP.TOTL,2005,358916
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,-0.003925317
Brunei Darussalam,BRN,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,29386.27038
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,2005,10547202621
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,74.683
Brunei Darussalam,BRN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,1.244437119
Brunei Darussalam,BRN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,-2.382871926
Brunei Darussalam,BRN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,2.880065512
Bulgaria,BGR,"Population, total",SP.POP.TOTL,2005,7658972
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,7.056349163
Bulgaria,BGR,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,3900.02502
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,2005,29870182425
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,72.56097561
Bulgaria,BGR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,5.038838071
Bulgaria,BGR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,7.663174623
Bulgaria,BGR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,15.91531429
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,2005,13932123
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,8.661873228
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,441.164148
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,2005,6146353173
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,53.271
Burkina Faso,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,6.415040184
Burkina Faso,BFA,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,6.540388889
Burkina Faso,BFA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,7.952327265
Burundi,BDI,"Population, total",SP.POP.TOTL,2005,7587299
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,0.900000001
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,147.2346193
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,2005,1117113080
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,53.053
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,13.25206992
Burundi,BDI,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,
Burundi,BDI,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,2005,485115
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,6.912457957
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,2004.146804
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,2005,972241676.9
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,70.936
Cabo Verde,CPV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,0.418891613
Cabo Verde,CPV,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,
Cabo Verde,CPV,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,
Cambodia,KHM,"Population, total",SP.POP.TOTL,2005,13439202
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,13.30333384
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,525.7973251
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,2005,7066296463
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,64.113
Cambodia,KHM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,6.61525912
Cambodia,KHM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,18.78858826
Cambodia,KHM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,18.24118398
Cameroon,CMR,"Population, total",SP.POP.TOTL,2005,17074594
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,2.228270209
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,1142.624663
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,2005,19509852207
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,54.904
Cameroon,CMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,2.013539502
Cameroon,CMR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,-6.179781588
Cameroon,CMR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,4.621698864
Canada,CAN,"Population, total",SP.POP.TOTL,2005,32242732
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,3.210454415
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,36383.96713
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,2005,1.17312E+12
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,80.11268293
Canada,CAN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,2.213552034
Canada,CAN,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2005,2.280533162
Canada,CAN,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,2005,7.340140553
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,2005,4049468
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2005,4.393683828
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,9439.337206
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,2005,38224293959
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,69.63205133
Caribbean small states,CSS,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2005,3.604618051
